tweet_id,favorites,retweets,user_followers,user_favourites,date_time
684959798585110529,6342,2844,9208008,146963,2016-01-07 04:48:36
684940049151070208,2990,948,9208008,146963,2016-01-07 03:30:07
684926975086034944,3253,421,9208008,146963,2016-01-07 02:38:10
684914660081053696,3253,1339,9208008,146963,2016-01-07 01:49:14
684902183876321280,1732,473,9208008,146963,2016-01-07 00:59:40
684880619965411328,1937,733,9208008,146963,2016-01-06 23:33:58
684830982659280897,32646,19892,9208008,146963,2016-01-06 20:16:44
684800227459624960,2533,911,9208008,146963,2016-01-06 18:14:31
684594889858887680,8264,3214,9208008,146963,2016-01-06 04:38:35
684588130326986752,3844,1291,9208008,146963,2016-01-06 04:11:43
684567543613382656,2787,1114,9208008,146963,2016-01-06 02:49:55
684538444857667585,2455,866,9208008,146963,2016-01-06 00:54:18
684481074559381504,3611,1086,9208008,146963,2016-01-05 21:06:19
684460069371654144,1836,509,9208008,146963,2016-01-05 19:42:51
684241637099323392,7547,2976,9208008,146963,2016-01-05 05:14:53
684225744407494656,1160,184,9208008,146963,2016-01-05 04:11:44
684222868335505415,3557,1249,9208008,146963,2016-01-05 04:00:18
684200372118904832,1997,953,9208008,146963,2016-01-05 02:30:55
684195085588783105,1774,461,9208008,146963,2016-01-05 02:09:54
684188786104872960,3262,1067,9208008,146963,2016-01-05 01:44:52
